NAICS Sector Code,NAICS Codes,Sector,Subsector,NAICS Industry Description,Size Standards (millions of dollars),Size standards (number of employees)
81.0,811310,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,8,
81.0,811411,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Home and Garden Equipment Repair and Maintenance,8,
81.0,811412,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Appliance Repair and Maintenance,16.5,
81.0,811420,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Reupholstery and Furniture Repair,8,
81.0,811430,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Footwear and Leather Goods Repair,8,
81.0,811490,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Other Personal and Household Goods Repair and Maintenance,8,
81.0,812111,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Barber Shops,8,
81.0,812112,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Beauty Salons,8,
81.0,812113,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Nail Salons,8,
81.0,812191,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Diet and Weight Reducing Centers,22,
81.0,812199,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Other Personal Care Services,8,
81.0,812210,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Funeral Homes and Funeral Services,8,
81.0,812220,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Cemeteries and Crematories,22,
81.0,812310,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Coin‑Operated Laundries and Drycleaners,8,
81.0,812320,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Drycleaning and Laundry Services (except Coin‑Operated),6,
81.0,812331,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Linen Supply,35,
81.0,812332,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Industrial Launderers,41.5,
81.0,812910,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Pet Care (except Veterinary) Services,8,
81.0,812921,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Photofinishing Laboratories (except One‑Hour),22,
81.0,812922,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,One‑Hour Photofinishing,16.5,
81.0,812930,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,Parking Lots and Garages,41.5,
81.0,812990,Sector 81 – Other Services,Subsector 812 – Personal and Laundry Services,All Other Personal Services,8,
81.0,813110,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations",Religious Organizations,8,
81.0,813211,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations",Grantmaking Foundations,35,
81.0,813212,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations",Voluntary Health Organizations,30,
81.0,813219,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations",Other Grantmaking and Giving Services,41.5,
81.0,813311,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations",Human Rights Organizations,30,
81.0,813312,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations","Environment, Conservation and Wildlife Organizations",16.5,
81.0,813319,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations",Other Social Advocacy Organizations,8,
81.0,813410,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations",Civic and Social Organizations,8,
81.0,813910,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations",Business Associations,8,
81.0,813920,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations",Professional Organizations,16.5,
81.0,813930,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations",Labor Unions and Similar Labor Organizations ,8,
81.0,813940,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations",Political Organizations,8,
81.0,813990,Sector 81 – Other Services,"Subsector 813 – Religious, Grantmaking, Civic, Professional and Similar Organizations","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",8,
